,fanfooty_player_id,afl_player_id,first_name,surname,afl_team,status,jumper_number,birth_date,height,weight,state_of_origin,recruited_from,game,goals,Full Name,SC Player ID,First Name,Last Name,Pos1,Pos2,Team,Playing Next,In 2 Rds,In 3 Rds,Owner,Waiver,Free Agent,Status,Total Pts,Matches,Rd Pts,Avg,Avg 3,Avg 5,Status Comment,Player Note,Alternative Name
325,42367,296733,Mark,Blicavs,Geelong,senior,46,28/03/1991,198,100,VIC,AIS,148,"36""",Mark Blicavs,323,Mark,Blicavs,DEF,,GEE,,,,Swimming n Titch,,,owner,1820,22,36,82.73,77.67,86.6,,,
772,44010,296296,Dom,Sheed,West Coast,senior,4,10/03/1995,185,86,WA,Subiaco,95,"45""",Dom Sheed,806,Dom,Sheed,MID,,WCE,,,,Salt&VinegarCripps,,,owner,2091,22,75,95.05,77.67,80.6,Sheed has had a fantastic start to the season which he has continued into round one. His 38 touches included 10 clearances and 21 of the touches were contested. He is getting the job done in the midfield but it will be interesting to see what happens when Gaff comes back.,,
114,45009,298302,Caleb,Marchbank,Carlton,senior,22,12/07/1996,193,90,VIC,Murray Bushrangers,48,"0""",Caleb Marchbank,113,Caleb,Marchbank,DEF,,CAR,,,,,Tue 27th 4am,,waiver,833,13,0,64.08,77.33,75.6,,,
330,48160,1002242,Charlie,Constable,Geelong,senior,18,18/05/1999,191,86,VIC,Sandringham Dragons,7,"5""",Charlie Constable,328,Charlie,Constable,MID,,GEE,,,,,Tue 27th 4am,,waiver,560,7,0,80,77.33,78.2,Constable had a great debut for the Cats posting 21 touches at 85% efficiency. This is exactly what those that took him and put him on the field wanted. ,,
419,48216,1001438,Bayley,Fritsch,Melbourne,senior,31,6/12/1996,187,80,VIC,Casey Demons,40,"27""",Bayley Fritsch,461,Bayley,Fritsch,MID,,MEL,,,,,Tue 27th 4am,,waiver,1677,22,99,76.23,77.33,78.8,,,
437,42006,281085,Steven,May,Melbourne,senior,1,10/01/1992,193,102,NT,Southern Districts,130,"22""",Steven May,478,Steven,May,DEF,,MEL,,,,,Tue 27th 4am,,waiver,566,8,0,70.75,77.33,76.2,,,
88,47028,998128,Alex,Witherden,Brisbane Lions,senior,29,10/09/1998,186,80,VIC,Geelong Falcons,46,"5""",Alex Witherden,89,Alex,Witherden,DEF,,BRL,,,,DEVQON.1,,,owner,1519,21,38,72.33,77,62.2,Witherden has been talked about as a key player down back this season in Supercoach and he delivered in the first week with his 25 touches and 7 marks. Keep him in mind if you don't have him.,,
187,39690,261320,Tom,Bellchambers,Essendon,senior,2,9/07/1989,201,108,TAS,Tassie Mariners,127,"76""",Tom Bellchambers,185,Tom,Bellchambers,RUC,,ESS,,,,TryingAnewStratton,,,owner,1272,15,62,84.8,77,79.4,,,
367,2028,240302,Grant,Birchall,Hawthorn,senior,14,28/01/1988,193,89,TAS,Devonport,245,"33""",Grant Birchall,411,Grant,Birchall,DEF,,HAW,,,,,Tue 27th 4am,,waiver,231,3,0,77,77,77,,,
533,47032,997142,Peter,Ladhams,Port Adelaide,senior,38,14/01/1998,203,94,SA,Norwood,2,"2""",Peter Ladhams,574,Peter,Ladhams,RUC,,PTA,,,,,Tue 27th 4am,,waiver,376,5,0,75.2,77,75.2,,,
819,39635,270340,Dawson,Simpson,GWS,senior,26,17/02/1989,210,109,VIC,Murray Bushrangers,45,"5""",Dawson Simpson,402,Dawson,Simpson,RUC,,GWS,,,,,Tue 27th 4am,,waiver,707,9,0,78.56,77,73.4,,,
13,46118,281091,Hugh,Greenwood,Adelaide,senior,1,6/03/1992,190,90,TAS,Perth Wildcats,50,"36""",Hugh Greenwood,14,Hugh,Greenwood,MID,,ADE,,,,,Tue 27th 4am,,waiver,1194,14,68,85.29,76.67,83,,,
478,47095,1001017,Nick,Larkey,North Melbourne,senior,20,6/06/1998,198,85,VIC,Oakleigh Chargers,14,"19""",Nick Larkey,519,Nick,Larkey,FWD,,NTH,,,,,Tue 27th 4am,,waiver,1030,17,61,60.59,76.67,68.4,,,
532,42180,292145,Tom,Jonas,Port Adelaide,senior,42,9/01/1991,189,89,SA,Norwood,134,"1""",Tom Jonas,573,Tom,Jonas,DEF,,PTA,,,,Swimming n Titch,,,owner,1384,18,62,76.89,76.67,74.4,,,
541,47017,993979,Sam,Powell-Pepper,Port Adelaide,senior,2,8/01/1998,187,91,WA,East Perth,53,"30""",Sam Powell-Pepper,582,Sam,Powell-Pepper,MID,,PTA,,,,,Tue 27th 4am,,waiver,1411,19,0,74.26,76.67,70.6,,,
658,44033,294036,George,Hewett,Sydney,senior,29,29/12/1995,187,81,SA,North Adelaide,87,"31""",George Hewett,696,George,Hewett,MID,,SYD,,,,Fire The Worpedo,,,owner,1935,22,79,87.95,76.67,77.4,,,
794,40078,280804,Phil,Davis,GWS,senior,1,30/08/1990,197,96,SA,North Adelaide,156,"7""",Phil Davis,377,Phil,Davis,DEF,,GWS,,,,,Tue 27th 4am,,waiver,1510,19,88,79.47,76.67,73.2,,,
260,1539,240052,David,Mundy,Fremantle,senior,16,20/07/1985,192,92,VIC,Murray Bushrangers,310,"134""",David Mundy,258,David,Mundy,FWD,MID,FRE,,,,Man of Steele,,,owner,1959,22,70,89.05,76.33,74.2,,,
574,45180,290032,Kane,Lambert,Richmond,senior,23,26/11/1991,178,77,VIC,Williamstown,87,"53""",Kane Lambert,615,Kane,Lambert,FWD,,RIC,,,,Man of Steele,,,owner,1584,18,86,88,76.33,83.2,,,
602,44003,296351,Jack,Billings,St Kilda,senior,15,18/08/1995,184,84,VIC,Oakleigh Chargers,102,"75""",Jack Billings,641,Jack,Billings,FWD,,STK,,,,Casting Crouch,,,owner,2064,22,44,93.82,76.33,79,Billings didn't get off to a great start but it was better than all but one of his games before the byes last year. His 28 touches were good and he had 4 marks. Importantly his 82% efficiency helped boost that score. Just one Saint went over 100 so don't despair with him just yet.,,
206,45014,298630,Kyle,Langford,Essendon,senior,4,1/12/1996,191,90,VIC,Northern Knights,59,"39""",Kyle Langford,204,Kyle,Langford,FWD,MID,ESS,,,,,Tue 27th 4am,,waiver,1252,17,86,73.65,76,74.2,,,
323,49109,994386,Tom,Atkins,Geelong,senior,30,18/09/1995,180,85,VIC,Geelong VFL,16,"3""",Tom Atkins,321,Tom,Atkins,MID,,GEE,,,,,Tue 27th 4am,,waiver,1205,20,0,60.25,76,62.2,Atkins used the footy well in his first game and his 9 touches were supplemented by 5 tackles. This should be enough for him to hold his spot for a couple more weeks.,,
461,43099,291861,Jed,Anderson,North Melbourne,senior,3,16/02/1994,179,81,NT,Darwin,59,"21""",Jed Anderson,502,Jed,Anderson,MID,,NTH,,,,,Tue 27th 4am,,waiver,1472,17,0,86.59,76,80.2,,,
699,41101,290085,Taylor,Duryea,Western Bulldogs,senior,15,24/04/1991,179,80,VIC,Murray Bushrangers,127,"22""",Taylor Duryea,735,Taylor,Duryea,DEF,,WBD,,,,,Tue 27th 4am,,waiver,985,13,70,75.77,76,73,,,
379,46033,993794,Blake,Hardwick,Hawthorn,senior,15,5/02/1997,181,78,VIC,Eastern Ranges,61,"5""",Blake Hardwick,423,Blake,Hardwick,DEF,,HAW,,,,,Tue 27th 4am,,waiver,1738,22,83,79,75.67,77,,,
434,45003,298281,Jake,Lever,Melbourne,senior,8,5/03/1996,195,93,VIC,Calder Cannons,70,"3""",Jake Lever,476,Jake,Lever,DEF,,MEL,,,,,Tue 27th 4am,,waiver,566,8,60,70.75,75.67,74.8,,,
494,42237,291784,Dom,Tyson,North Melbourne,senior,21,8/06/1993,186,86,VIC,Oakleigh Chargers,110,"45""",Dom Tyson,535,Dom,Tyson,MID,,NTH,,,,,Tue 27th 4am,,waiver,227,3,0,75.67,75.67,75.67,,,
674,46106,996765,Tom,Papley,Sydney,senior,11,13/07/1996,177,77,VIC,Gippsland Power,76,"108""",Tom Papley,711,Tom,Papley,FWD,,SYD,,,,Barbeques Treloar,,,owner,1724,22,92,78.36,75.67,70,,,
809,42310,291509,Adam,Kennedy,GWS,senior,40,12/07/1992,182,80,VIC,Western Jets,108,"9""",Adam Kennedy,391,Adam,Kennedy,DEF,,GWS,,,,,Tue 27th 4am,,waiver,1237,19,76,65.11,75.67,74,,,
170,46060,996487,Tom,Phillips,Collingwood,senior,21,7/05/1997,187,79,VIC,Oakleigh Chargers,67,"37""",Tom Phillips,168,Tom,Phillips,MID,,COL,,,,,Tue 27th 4am,,waiver,1825,22,67,82.95,75.33,78.8,,,
177,48159,1002240,Jaidyn,Stephenson,Collingwood,senior,1,15/01/1999,189,75,VIC,Eastern Ranges,38,"59""",Jaidyn Stephenson,175,Jaidyn,Stephenson,FWD,,COL,,,,,Tue 27th 4am,,waiver,964,12,0,80.33,75.33,79.4,,,
138,44004,295067,James,Aish,Collingwood,senior,14,8/11/1995,183,78,SA,Norwood,81,"23""",James Aish,137,James,Aish,DEF,MID,COL,,,,,Tue 27th 4am,,waiver,845,13,0,65,75,75.6,,,
462,42007,290787,Shaun,Atley,North Melbourne,senior,18,13/09/1992,189,86,VIC,Murray Bushrangers,193,"43""",Shaun Atley,503,Shaun,Atley,FWD,,NTH,,,,,Tue 27th 4am,,waiver,1561,21,76,74.33,75,72.2,,,
554,48231,1000223,Liam,Baker,Richmond,senior,48,27/01/1999,176,70,WA,Subiaco,14,"9""",Liam Baker,594,Liam,Baker,FWD,,RIC,,,,,Tue 27th 4am,,waiver,1190,16,89,74.38,75,68.4,,,
636,45148,994389,Jack,Sinclair,St Kilda,senior,35,12/02/1995,180,81,VIC,Oakleigh Chargers,81,"40""",Jack Sinclair,674,Jack,Sinclair,MID,,STK,,,,,Tue 27th 4am,,waiver,1703,22,84,77.41,75,78,,,
643,44107,294469,Aliir,Aliir,Sydney,senior,36,5/09/1994,194,95,WA,East Fremantle,44,"2""",Aliir Aliir,681,Aliir,Aliir,DEF,,SYD,,,,DEVQON.1,,,owner,1706,22,68,77.55,75,76,,,
513,43016,294504,Tom,Clurey,Port Adelaide,senior,17,23/03/1994,193,93,VIC,Murray Bushrangers,77,"0""",Tom Clurey,554,Tom,Clurey,DEF,,PTA,,,,,Tue 27th 4am,,waiver,1554,21,0,74,74.67,74.6,,,
571,41058,280819,Dylan,Grimes,Richmond,senior,2,16/07/1991,193,89,VIC,Northern Knights,143,"3""",Dylan Grimes,612,Dylan,Grimes,DEF,,RIC,,,,Barbeques Treloar,,,owner,1545,21,70,73.57,74.67,69.2,,,
278,47006,998260,Jack,Bowes,Gold Coast,senior,3,26/01/1998,187,78,QLD,Gold Coast,38,"11""",Jack Bowes,276,Jack,Bowes,MID,,GCS,,,,Casting Crouch,,,owner,1136,15,73,75.73,74.33,56.8,,,
641,49104,296422,Callum,Wilkie,St Kilda,senior,44,10/03/1996,191,87,SA,North Adelaide,17,"0""",Callum Wilkie,679,Callum,Wilkie,DEF,,STK,,,,,Tue 27th 4am,,waiver,1555,22,59,70.68,74.33,73.8,,,
402,1568,240357,Jarryd,Roughead,Hawthorn,senior,2,23/01/1987,193,98,VIC,Gippsland Power,281,"570""",Jarryd Roughead,445,Jarryd,Roughead,FWD,,HAW,,,,,Tue 27th 4am,,waiver,580,8,0,72.5,74,76,,,
694,42235,293651,Hayden,Crozier,Western Bulldogs,senior,9,24/12/1993,185,83,VIC,Eastern Ranges,102,"45""",Hayden Crozier,730,Hayden,Crozier,DEF,,WBD,,,,,Tue 27th 4am,,waiver,1573,21,83,74.9,74,78.2,,,
235,48008,1002232,Andrew,Brayshaw,Fremantle,senior,8,8/11/1999,184,82,VIC,Sandringham Dragons,34,"8""",Andrew Brayshaw,233,Andrew,Brayshaw,MID,,FRE,,,,Swimming n Titch,,,owner,1551,22,74,70.5,73.67,77.8,,,
248,42300,295584,Bradley,Hill,Fremantle,senior,9,9/07/1993,181,78,WA,West Perth,143,"78""",Bradley Hill,246,Bradley,Hill,MID,,FRE,,,,,Tue 27th 4am,,waiver,1853,22,76,84.23,73.67,80,,,
387,47097,1000887,Mitch,Lewis,Hawthorn,senior,8,14/10/1998,198,92,VIC,Calder Cannons,11,"15""",Mitch Lewis,430,Mitch,Lewis,FWD,,HAW,,,,,Tue 27th 4am,,waiver,811,12,0,67.58,73.67,80.8,,,
471,43024,296078,Taylor,Garner,North Melbourne,senior,6,8/01/1994,187,88,VIC,Dandenong Stingrays,38,"26""",Taylor Garner,512,Taylor,Garner,FWD,,NTH,,,,,Tue 27th 4am,,waiver,560,9,80,62.22,73.67,68.2,,,
648,46023,996442,Ryan,Clarke,Sydney,senior,4,17/06/1997,184,87,VIC,Eastern Ranges,50,"8""",Ryan Clarke,686,Ryan,Clarke,DEF,,SYD,,,,,Tue 27th 4am,,waiver,797,14,0,56.93,73.67,63.6,,,
671,46003,993905,Callum,Mills,Sydney,senior,14,2/04/1997,188,83,NSW,North Shore,72,"3""",Callum Mills,708,Callum,Mills,DEF,,SYD,,,,Fire The Worpedo,,,owner,1799,22,82,81.77,73.67,78.2,Mills had a great JLT with a 106 and a 93. At his handy price bracket he could be a unique midpricer that pays off.,,
19,42159,294828,Josh,Jenkins,Adelaide,senior,4,8/02/1989,200,108,VIC,Lake Boga,146,"295""",Josh Jenkins,20,Josh,Jenkins,FWD,,ADE,,,,,Tue 27th 4am,,waiver,752,11,0,68.36,73,70.2,,,
219,46004,993817,Darcy,Parish,Essendon,senior,3,25/07/1997,180,78,VIC,Geelong Falcons,71,"28""",Darcy Parish,218,Darcy,Parish,FWD,MID,ESS,,,,DEVQON.1,,,owner,1714,20,86,85.7,73,75.2,,,
499,42356,295256,Marley,Williams,North Melbourne,senior,2,22/07/1993,181,83,WA,Claremont,114,"10""",Marley Williams,540,Marley,Williams,DEF,,NTH,,,,,Tue 27th 4am,,waiver,1048,17,88,61.65,73,74.8,,,
682,49025,1006126,James,Rowbottom,Sydney,senior,8,19/09/2000,185,78,VIC,Oakleigh Chargers,7,"1""",James Rowbottom,719,James,Rowbottom,MID,,SYD,,,,,Tue 27th 4am,,waiver,746,12,79,62.17,73,62.2,,,
212,40016,280038,Shaun,McKernan,Essendon,senior,44,1/09/1990,196,100,VIC,Calder Cannons,73,"60""",Shaun McKernan,211,Shaun,McKernan,FWD,,ESS,,,,,Tue 27th 4am,,waiver,1005,15,95,67,72.67,73.6,,,
366,40152,292511,Zach,Tuohy,Geelong,senior,2,10/12/1989,187,91,,"Laois, Ireland",179,"56""",Zach Tuohy,364,Zach,Tuohy,DEF,,GEE,,,,,Tue 27th 4am,,waiver,1067,15,96,71.13,72.67,67.4,,,
469,44017,296035,Trent,Dumont,North Melbourne,senior,14,30/06/1995,186,86,SA,Norwood,77,"23""",Trent Dumont,510,Trent,Dumont,MID,,NTH,,,,,Tue 27th 4am,,waiver,1760,21,84,83.81,72.67,82.4,,,
559,42018,290623,Josh,Caddy,Richmond,senior,22,28/09/1992,186,88,VIC,Northern Knights,148,"154""",Josh Caddy,599,Josh,Caddy,FWD,,RIC,,,,Fire The Worpedo,,,owner,1125,15,87,75,72.67,73.8,,,
359,39665,270928,Scott,Selwood,Geelong,senior,16,27/03/1990,186,88,VIC,Bendigo Pioneers,166,"43""",Scott Selwood,357,Scott,Selwood,MID,,GEE,,,,,Tue 27th 4am,,waiver,145,2,0,72.5,72.5,72.5,,,
399,45123,298290,Marc,Pittonet,Hawthorn,senior,27,3/06/1996,202,105,VIC,Oakleigh Chargers,7,"0""",Marc Pittonet,442,Marc,Pittonet,RUC,,HAW,,,,,Tue 27th 4am,,waiver,145,2,0,72.5,72.5,72.5,,,
582,48144,1002231,Patrick,Naish,Richmond,senior,45,15/01/1999,181,69,VIC,Northern Knights,2,"1""",Patrick Naish,623,Patrick,Naish,DEF,,RIC,,,,,Tue 27th 4am,,waiver,145,2,0,72.5,72.5,72.5,,,
210,47003,998102,Andrew,McGrath,Essendon,senior,1,2/06/1998,178,78,VIC,Sandringham Dragons,58,"13""",Andrew McGrath,209,Andrew,McGrath,DEF,MID,ESS,,,,,Tue 27th 4am,,waiver,1618,22,88,73.55,72.33,70.6,,,
776,41014,280959,Nathan,Vardy,West Coast,senior,19,25/06/1991,200,100,VIC,Gippsland Power,67,"41""",Nathan Vardy,810,Nathan,Vardy,RUC,FWD,WCE,,,,,Tue 27th 4am,,waiver,585,11,0,53.18,72.33,63,,,
370,1291,210012,Shaun,Burgoyne,Hawthorn,senior,9,21/10/1982,186,89,SA,Port Adelaide,370,"284""",Shaun Burgoyne,414,Shaun,Burgoyne,MID,,HAW,,,,Barbeques Treloar,,,owner,1383,18,90,76.83,72,79,,,
200,42307,294077,Michael,Hartley,Essendon,senior,36,7/06/1993,198,102,NSW,Penrith,42,"1""",Michael Hartley,198,Michael,Hartley,DEF,,ESS,,,,,Tue 27th 4am,,waiver,215,3,58,71.67,71.67,71.67,,,
300,46110,996464,Darcy,MacPherson,Gold Coast,senior,44,29/10/1997,174,72,VIC,Footscray VFL,34,"20""",Darcy MacPherson,298,Darcy,MacPherson,FWD,,GCS,,,,Man of Steele,,,owner,1798,22,97,81.73,71.67,69.6,,,
222,45166,295461,Adam,Saad,Essendon,senior,42,23/07/1994,178,74,VIC,Coburg,87,"4""",Adam Saad,221,Adam,Saad,DEF,,ESS,,,,Man of Steele,,,owner,1715,21,49,81.67,71.33,73.8,,,
512,44039,991930,Darcy,Byrne-Jones,Port Adelaide,senior,33,20/09/1995,180,76,VIC,Oakleigh Chargers,81,"6""",Darcy Byrne-Jones,553,Darcy,Byrne-Jones,DEF,,PTA,,,,Fire The Worpedo,,,owner,1918,22,97,87.18,71.33,83.4,,,
140,40073,271001,Dayne,Beams,Collingwood,senior,11,12/02/1990,186,86,QLD,Southport,176,"172""",Dayne Beams,139,Dayne,Beams,MID,,COL,,,,,Tue 27th 4am,,waiver,732,9,0,81.33,71,68,Beams was the second highest scorer for the Pies and got there with his 10 contested touches from his 25 and 5 clearances. A great return to the Pies for him.,,
355,47077,1002220,Esava,Ratugolea,Geelong,senior,17,24/07/1998,195,98,VIC,Murray Bushrangers,20,"15""",Esava Ratugolea,353,Esava,Ratugolea,FWD,,GEE,,,,,Tue 27th 4am,,waiver,999,17,87,58.76,71,62.6,,,
373,39529,260288,James,Frawley,Hawthorn,senior,12,20/09/1988,193,94,VIC,Nth Ballarat,220,"24""",James Frawley,417,James,Frawley,DEF,,HAW,,,,,Tue 27th 4am,,waiver,994,18,65,55.22,71,59.4,,,
611,39568,260113,Jarryn,Geary,St Kilda,senior,14,23/06/1988,182,82,VIC,Bendigo Pioneers,188,"28""",Jarryn Geary,650,Jarryn,Geary,DEF,,STK,,,,,Tue 27th 4am,,waiver,351,5,0,70.2,71,70.2,,,
730,49013,1006127,Rhylee,West,Western Bulldogs,senior,14,12/07/2000,180,81,VIC,Calder Cannons,,"""",Rhylee West,765,Rhylee,West,MID,,WBD,,,,,Tue 27th 4am,,waiver,142,2,73,71,71,71,,,
125,43008,294624,Lachlan,Plowman,Carlton,senior,20,11/09/1994,191,90,VIC,Calder Cannons,89,"1""",Lachlan Plowman,124,Lachie,Plowman,DEF,0,CAR,,,,,Tue 27th 4am,,waiver,1519,21,67,72.33,70.67,70,,,Lachie Plowman
453,45022,297139,Billy,Stretch,Melbourne,senior,15,8/09/1996,180,80,SA,Glenelg,45,"10""",Billy Stretch,494,Billy,Stretch,MID,,MEL,,,,,Tue 27th 4am,,waiver,644,9,89,71.56,70.67,71.8,,,
543,40026,270919,Tom,Rockliff,Port Adelaide,senior,11,22/02/1990,185,82,VIC,Murray Bushrangers,185,"95""",Tom Rockliff,584,Tom,Rockliff,MID,,PTA,,,,DEVQON.1,,,owner,1642,18,71,91.22,70.67,80.6,Rockliff will be targeted by many coaches this week as he was everywhere with 44 touches and 8 tackles. Another week like this will see him the most traded in at round 3.,,
604,42208,291492,Josh,Bruce,St Kilda,senior,27,8/06/1992,197,102,NSW,Eastlake,108,"163""",Josh Bruce,643,Josh,Bruce,FWD,,STK,,,,,Tue 27th 4am,,waiver,1451,22,72,65.95,70.67,73.6,,,
181,2040,250290,Travis,Varcoe,Collingwood,senior,18,10/04/1988,180,83,SA,Central District,215,"164""",Travis Varcoe,179,Travis,Varcoe,FWD,,COL,,,,,Tue 27th 4am,,waiver,941,16,62,58.81,70.33,66.6,,,
735,47080,997316,Lewis,Young,Western Bulldogs,senior,2,20/12/1998,197,88,SA,Sturt,11,"0""",Lewis Young,769,Lewis,Young,DEF,,WBD,,,,,Tue 27th 4am,,waiver,246,4,51,61.5,70.33,61.5,,,
766,40110,281373,Jack,Redden,West Coast,senior,8,9/12/1990,190,85,SA,Glenelg,204,"71""",Jack Redden,800,Jack,Redden,MID,,WCE,,,,Swimming n Titch,,,owner,1877,21,69,89.38,70.33,84.2,,,
48,48015,1002312,Zac,Bailey,Brisbane Lions,senior,33,23/09/1999,181,81,NT,Southern Districts,20,"9""",Zac Bailey,49,Zac,Bailey,FWD,MID,BRL,,,,,Tue 27th 4am,,waiver,630,13,43,48.46,70,60.4,,,
64,46014,993946,Ben,Keays,Brisbane Lions,senior,1,23/02/1997,186,84,QLD,Redlands,30,"11""",Ben Keays,65,Ben,Keays,MID,,BRL,,,,,Tue 27th 4am,,waiver,140,2,0,70,70,70,,,
429,2031,250222,Nathan,Jones,Melbourne,senior,2,20/01/1988,180,87,VIC,Dandenong Stingrays,281,"137""",Nathan Jones,471,Nathan,Jones,MID,,MEL,,,,,Tue 27th 4am,,waiver,1612,22,75,73.27,70,66.2,,,
716,48203,1002404,Aaron,Naughton,Western Bulldogs,senior,33,30/11/1999,194,85,WA,Peel Thunder,35,"24""",Aaron Naughton,751,Aaron,Naughton,DEF,,WBD,,,,,Tue 27th 4am,,waiver,1490,22,59,67.73,70,84,,,
736,42333,291947,Brendon,Ah Chee,West Coast,senior,41,21/12/1993,188,88,WA,South Fremantle,36,"20""",Brendon Ah Chee,770,Brendon,Ah Chee,FWD,,WCE,,,,,Tue 27th 4am,,waiver,70,1,0,70,70,70,,,
810,46112,290675,Daniel,Lloyd,GWS,senior,38,18/02/1992,187,87,NSW,Killarney Vale,33,"25""",Daniel Lloyd,393,Daniel,Lloyd,FWD,,GWS,,,,,Tue 27th 4am,,waiver,847,14,88,60.5,70,67,,,
33,39613,270296,Andy,Otten,Adelaide,senior,22,15/05/1989,194,92,VIC,Oakleigh Chargers,106,"38""",Andy Otten,34,Andy,Otten,DEF,,ADE,,,,,Tue 27th 4am,,waiver,209,3,0,69.67,69.67,69.67,,,
336,49093,298211,Darcy,Fort,Geelong,senior,28,6/08/1993,205,99,SA,Central District,3,"5""",Darcy Fort,334,Darcy,Fort,RUC,,GEE,,,,,Tue 27th 4am,,waiver,209,3,0,69.67,69.67,69.67,Fort struggled in the JLT and is unlikely to get that number one ruck position at Geelong. This means he isn't an option for you at R2.,,
646,49005,1006028,Nick,Blakey,Sydney,senior,22,27/02/2000,194,75,NSW,Sydney Academy,16,"15""",Nick Blakey,684,Nick,Blakey,FWD,,SYD,,,,,Tue 27th 4am,,waiver,1144,21,62,54.48,69.67,63.6,Blakey had a reasonable JLT with 31 and 54. But as we know any rookie that shows promise under Horse at Sydney is destined for the NEAFL. Select with caution.,,
749,45020,298268,Liam,Duggan,West Coast,senior,14,11/12/1996,184,81,VIC,Western Jets,84,"9""",Liam Duggan,783,Liam,Duggan,DEF,,WCE,,,,,Tue 27th 4am,,waiver,975,15,95,65,69.67,64.8,,,
62,837,220047,Luke,Hodge,Brisbane Lions,senior,2,15/06/1984,185,88,VIC,Geelong Falcons,338,"194""",Luke Hodge,63,Luke,Hodge,DEF,,BRL,,,,,Tue 27th 4am,,waiver,1370,20,92,68.5,69.33,68.8,,,
183,46098,1001448,Rupert,Wills,Collingwood,senior,33,20/05/1993,192,87,VIC,Collingwood VFL,9,"1""",Rupert Wills,181,Rupert,Wills,MID,,COL,,,,,Tue 27th 4am,,waiver,484,7,57,69.14,69.33,73.6,,,
269,43123,293854,Matt,Taberner,Fremantle,senior,20,4/04/1995,199,97,VIC,Murray Bushrangers,71,"75""",Matt Taberner,267,Matt,Taberner,FWD,,FRE,,,,,Tue 27th 4am,,waiver,707,9,0,78.56,69.33,77.4,,,
589,45156,992049,Jayden,Short,Richmond,senior,15,24/01/1996,177,75,VIC,Northern Knights,63,"19""",Jayden Short,630,Jayden,Short,DEF,,RIC,,,,,Tue 27th 4am,,waiver,772,12,64,64.33,69.33,73.2,,,
505,44054,297354,Karl,Amon,Port Adelaide,senior,15,19/08/1995,181,79,VIC,Sandringham Dragons,54,"27""",Karl Amon,546,Karl,Amon,MID,,PTA,,,,,Tue 27th 4am,,waiver,1310,17,80,77.06,69,79,,,
711,44112,290073,Sam,Lloyd,Western Bulldogs,senior,22,3/03/1990,180,83,VIC,Frankston,74,"98""",Sam Lloyd,746,Sam,Lloyd,MID,,WBD,,,,TryingAnewStratton,,,owner,1698,22,63,77.18,69,70.4,,,
388,39657,261323,Ben,McEvoy,Hawthorn,senior,7,11/07/1989,200,102,VIC,Murray Bushrangers,202,"84""",Ben McEvoy,431,Ben,McEvoy,RUC,,HAW,,,,Casting Crouch,,,owner,1762,19,35,92.74,68.67,96,,,
731,46088,992351,Bailey,Williams,Western Bulldogs,senior,34,10/10/1997,187,84,SA,Glenelg,41,"7""",Bailey Williams,766,Bailey,Williams,DEF,,WBD,,,,,Tue 27th 4am,,waiver,498,9,0,55.33,68.67,63.2,,,
780,49011,1006114,Bailey J.,Williams,Western Bulldogs,senior,32,17/10/2000,198,95,VIC,Dandenong Stingrays,,"""",Bailey J. Williams,766,Bailey,Williams,DEF,0,WBD,,,,,Tue 27th 4am,,waiver,498,9,0,55.33,68.67,63.2,,,Bailey Williams
80,44053,297258,Nick,Robertson,Brisbane Lions,senior,18,3/06/1995,190,87,WA,West Perth ,72,"10""",Nick Robertson,81,Nick,Robertson,DEF,,BRL,,,,,Tue 27th 4am,,waiver,261,4,0,65.25,68.33,65.25,,,
247,42325,295222,Joel,Hamling,Fremantle,senior,21,9/04/1993,194,90,WA,Claremont,79,"0""",Joel Hamling,245,Joel,Hamling,DEF,,FRE,,,,,Tue 27th 4am,,waiver,1387,22,56,63.05,68.33,68.4,,,
793,48109,1002251,Brent,Daniels,GWS,senior,16,9/03/1999,171,70,VIC,Bendigo Pioneers,24,"12""",Brent Daniels,376,Brent,Daniels,FWD,,GWS,,,,,Tue 27th 4am,,waiver,1407,22,80,63.95,68.33,60.6,,,
276,47009,998130,Ben,Ainsworth,Gold Coast,senior,9,10/02/1998,178,76,VIC,Gippsland Power,37,"26""",Ben Ainsworth,274,Ben,Ainsworth,FWD,,GCS,,,,,Tue 27th 4am,,waiver,727,12,99,60.58,68,60,,,
488,47026,993998,Jy,Simpkin,North Melbourne,senior,12,5/03/1998,182,75,VIC,Murray Bushrangers,51,"26""",Jy Simpkin,529,Jy,Simpkin,FWD,,NTH,,,,TryingAnewStratton,,,owner,1481,21,49,70.52,68,63.4,,,
683,43124,294737,Callum,Sinclair,Sydney,senior,18,23/09/1989,199,102,WA,Subiaco,101,"59""",Callum Sinclair,720,Callum,Sinclair,RUC,,SYD,,,,,Tue 27th 4am,,waiver,1022,14,0,73,68,77,,,
704,49103,991976,Will,Hayes,Western Bulldogs,senior,32,5/06/1995,181,78,VIC,Footscray VFL,5,"2""",Will Hayes,739,Will,Hayes,MID,,WBD,,,,,Tue 27th 4am,,waiver,464,8,56,58,68,58,,,
747,42036,290826,Jamie,Cripps,West Coast,senior,15,23/04/1992,183,81,WA,East Fremantle,158,"204""",Jamie Cripps,781,Jamie,Cripps,FWD,,WCE,,,,Swimming n Titch,,,owner,1295,17,42,76.18,68,62.4,,,
237,48003,1002239,Adam,Cerra,Fremantle,senior,5,7/10/1999,186,80,VIC,Eastern Ranges,36,"9""",Adam Cerra,235,Adam,Cerra,FWD,,FRE,,,,Man of Steele,,,owner,1248,20,51,62.4,67.67,67.8,,,
