First Name|Last Name|Pos1|Pos2|Team|Total Pts|Rds|Rd Pts|Avg|Avg 3|Avg 5|MVP|Status Comment|Player Note
Taylor|Garner|FWD||NTH|560|9|80|62.22|73.67|68.2|5070.5357142857|N/A|N/A
Jackson|Nelson|DEF||WCE|551|11|56|50.09|45.33|56.0|4978.9473684211|N/A|N/A
Ryan|Lester|DEF||BRL|547|9|0|60.78|59.0|60.0|5102.1937842779|N/A|N/A
Jackson|Thurlow|MID||SYD|546|9|0|60.67|42.33|53.8|4699.4505494505|N/A|N/A
Sam|Collins|DEF||GCS|544|9|0|60.44|51.33|53.0|4815.9926470588|N/A|Collins didn't perform as expected and finished with just 5 possessions. He wasn't ideal for those that started him on the field.
Rhys|Mathieson|FWD|MID|BRL|539|9|0|59.89|56.0|52.8|4997.5881261596|N/A|N/A
Travis|Colyer|FWD|MID|FRE|538|10|0|53.8|43.67|46.0|4732.3420074349|N/A|N/A
Will|Schofield|DEF||WCE|536|12|0|44.67|40.0|43.0|4945.5223880597|N/A|N/A
Harrison|Petty|DEF||MEL|531|10|0|53.1|58.0|63.6|5367.2316384181|N/A|N/A
Todd|Marshall|FWD||PTA|527|10|81|52.7|66.67|59.2|5497.1537001898|N/A|N/A
Sam|Durdin|DEF||NTH|526|10|76|52.6|58.33|57.2|4842.2053231939|N/A|N/A
Mabior|Chol|FWD||RIC|524|9|0|58.22|36.0|49.0|3976.1450381679|N/A|N/A
Mark|Baguley|FWD||ESS|522|10|0|52.2|58.67|60.0|5538.3141762452|N/A|N/A
Jack|Steven|MID||STK|518|7|66|74.0|64.33|71.8|5410.8108108108|N/A|N/A
Aaron|Sandilands|RUC||FRE|512|6|0|85.33|97.67|95.2|5528.90625|N/A|N/A
Jimmy|Webster|DEF||STK|510|8|0|63.75|57.0|62.2|5378.8235294118|N/A|N/A
Jed|Bews|DEF||GEE|505|9|79|56.11|52.67|51.0|4366.3366336634|N/A|N/A
Bailey|Williams|DEF||WBD|498|9|0|55.33|68.67|63.2|5895.1807228916|N/A|N/A
Jordan|Gallucci|FWD||ADE|497|10|0|49.7|42.67|56.2|5668.0080482897|N/A|N/A
Richard|Douglas|FWD|MID|ADE|492|9|54|54.67|57.0|59.2|5509.756097561|N/A|N/A
Billy|Gowers|FWD||WBD|486|10|0|48.6|41.33|42.2|4792.1810699588|N/A|N/A
Paul|Ahern|MID||NTH|484|7|0|69.14|93.33|81.4|5521.9008264463|N/A|N/A
Rupert|Wills|MID||COL|484|7|57|69.14|69.33|73.6|4753.9256198347|N/A|N/A
Devon|Smith|FWD|MID|ESS|481|7|0|68.71|55.33|65.2|5297.2972972973|N/A|Smith didn't have a good day. But it wasn't all his fault as the team didn't perform. He had just 23 touches but they came at only 56% efficiency. 
Dan|Hannebery|MID||STK|480|5|103|96.0|106.33|96.0|4468.75|N/A|N/A
Harry|Morrison|FWD|MID|HAW|476|9|0|52.89|50.0|51.6|5517.2268907563|N/A|N/A
Matt|Buntine|DEF||GWS|473|9|0|52.56|49.67|52.8|5247.7801268499|N/A|N/A
Braydon|Preuss|RUC||MEL|472|7|41|67.43|35.0|59.8|4188.1355932203|N/A|N/A
Oliver|Hanrahan|FWD||HAW|472|9|58|52.44|52.67|43.8|4322.6694915254|N/A|N/A
Marcus|Adams|DEF||BRL|466|8|72|58.25|79.67|66.4|5630.9012875536|N/A|N/A
Andrew|Phillips|RUC||CAR|464|5|0|92.8|95.67|92.8|4157.3275862069|N/A|N/A
Will|Hayes|MID||WBD|464|8|56|58.0|68.0|58.0|4658.6206896552|N/A|N/A
Nick|Coffield|DEF||STK|456|8|0|57.0|51.0|63.0|5371.9298245614|N/A|N/A
Aaron|Hall|MID||NTH|455|6|0|75.83|65.67|79.2|5121.7582417582|N/A|Hall was not ideal for his owners this week. He had 19 touches at just 57% efficiency. He could be one that is traded out next week if he doesn't redeem himself.
Ben|Reid|FWD||COL|455|7|0|65.0|47.0|66.0|5072.3076923077|N/A|N/A
Lachlan|Keeffe|DEF||GWS|452|9|36|50.22|39.0|43.0|4344.6902654867|N/A|N/A
Brennan|Cox|FWD||FRE|450|8|0|56.25|65.67|58.6|5326.2222222222|N/A|N/A
Jack|Ross|MID||RIC|438|7|0|62.57|45.33|58.8|3953.8812785388|N/A|N/A
Jarrad|McVeigh|DEF||SYD|436|6|51|72.67|54.67|70.2|5295.4128440367|N/A|N/A
Oskar|Baker|MID||MEL|434|9|0|48.22|36.33|43.4|4497.9262672811|N/A|N/A
Jackson|Hately|MID||GWS|432|7|0|61.71|52.33|50.4|3963.4259259259|N/A|A 101 for Hately in the first game but just 42 in the second. He poses a risk for us in terms of his selection given that variety and uncertainty as to his role in the Giants team.
Josh|Begley|FWD||ESS|426|8|56|53.25|47.33|55.8|4766.1971830986|N/A|N/A
Kieren|Jack|FWD|MID|SYD|407|8|46|50.88|49.0|45.2|4807.8624078624|N/A|N/A
Timothy|Smith|FWD||MEL|404|7|0|57.71|48.67|59.2|5192.8217821782|N/A|N/A
Sam|Jacobs|RUC||ADE|401|5|125|80.2|89.0|80.2|5127.1820448878|N/A|N/A
Chayce|Jones|MID||ADE|400|8|86|50.0|61.67|52.4|4812|N/A|N/A
Jarrod|Cameron|MID|FWD|WCE|399|7|0|57.0|44.33|60.8|4257.8947368421|N/A|N/A
Elliott|Himmelberg|FWD||ADE|398|7|0|56.86|46.33|56.0|4965.0753768844|N/A|N/A
Jordan|Ridley|DEF||ESS|396|6|0|66.0|62.33|65.0|4622.7272727273|N/A|Ridley had just the 14 touches but all of them were effective. He needs to get more of the ball to pay off as a selection.
Ian|Hill|FWD|MID|GWS|395|7|85|56.43|54.33|55.0|4049.3670886076|N/A|N/A
Dylan|Moore|FWD||HAW|393|7|0|56.14|61.0|55.8|4645.2926208651|N/A|N/A
Matthew|Scharenberg|DEF||COL|392|7|16|56.0|47.0|56.8|5864.2857142857|N/A|N/A
Jacob|Dawson|MID||GCS|391|6|75|65.17|67.33|69.2|4757.0332480818|N/A|N/A
Sean|Lemmens|FWD||GCS|386|8|24|48.25|32.33|41.6|4692.2279792746|N/A|N/A
Bailey|Banfield|FWD|MID|FRE|382|7|62|54.57|44.67|49.0|4973.2984293194|N/A|N/A
Joshua|Corbett|FWD||GCS|377|9|0|41.89|19.67|28.8|3900.7957559682|N/A|N/A
Peter|Ladhams|RUC||PTA|376|5|0|75.2|77.0|75.2|3981.3829787234|N/A|N/A
Connor|Menadue|DEF||RIC|375|6|0|62.5|50.67|64.0|4683.2|N/A|N/A
Jeff|Garlett|FWD||MEL|362|7|0|51.71|47.33|52.6|5528.453038674|N/A|N/A
Brett|Bewley|MID||FRE|362|7|0|51.71|47.0|53.2|4490.0552486188|N/A|Bewley didn't give us anything to get excited about in the JLT with 48 and 16. With Ross as a coach it makes me even more nervous.
David|Myers|MID||ESS|360|7|0|51.43|43.67|49.8|5619.4444444444|N/A|N/A
Darcy|Lang|FWD|MID|CAR|360|8|0|45.0|29.33|45.8|5053.3333333333|N/A|N/A
Lewis|Taylor|FWD||BRL|357|5|0|71.4|79.67|71.4|5284.3137254902|N/A|N/A
Michael|Rischitelli|DEF||GCS|353|7|30|50.43|33.33|44.4|4685.835694051|N/A|N/A
Jarryn|Geary|DEF||STK|351|5|0|70.2|71.0|70.2|5693.7321937322|N/A|N/A
Lachie|Henderson|DEF||GEE|351|5|64|70.2|62.67|70.2|5136.7521367521|N/A|N/A
Ryan|Garthwaite|DEF||RIC|350|7|0|50.0|47.33|49.6|4712|N/A|N/A
Neville|Jetta|DEF||MEL|349|7|0|49.86|45.67|53.0|5329.2263610315|N/A|N/A
Conor|Glass|DEF||HAW|346|7|0|49.43|51.67|52.6|5355.2023121387|N/A|N/A
Charlie|Spargo|FWD||MEL|345|8|49|43.12|56.67|49.0|5806.3768115942|N/A|N/A
Kane|Farrell|FWD||PTA|340|7|0|48.57|40.33|43.2|5035.8823529412|N/A|N/A
Dan|Butler|FWD||RIC|336|7|0|48.0|53.0|48.4|5591.6666666667|N/A|N/A
Joshua|Deluca|MID||CAR|333|6|63|55.5|65.67|60.8|4610.8108108108|N/A|N/A
Daniel|Menzel|FWD||SYD|320|7|12|45.71|40.67|47.8|6026.5625|N/A|N/A
George|Horlin-Smith|MID||GCS|317|7|0|45.29|38.0|38.0|4873.5015772871|N/A|N/A
Jay|Kennedy Harris|MID||MEL|314|5|55|62.8|60.33|62.8|5000|N/A|N/A
Mitchell|Crowden|FWD||FRE|314|5|30|62.8|56.33|62.8|4490.4458598726|N/A|N/A
Quinton|Narkle|FWD||GEE|313|3|134|104.33|104.33|104.33|3029.7124600639|N/A|N/A
Nathan|Hrovat|FWD||NTH|301|5|62|60.2|59.0|60.2|4795.6810631229|N/A|N/A
Lachlan|Schultz|FWD||FRE|299|7|0|42.71|38.0|42.2|4476.254180602|N/A|Schulz did kick a couple of goals with 17 touches but his efficiency was down. Despite that he looked good and should hold his spot for a few weeks to come.
Brayden|Sier|MID||COL|298|6|0|49.67|51.33|39.0|5524.8322147651|N/A|N/A
David|Mirra|DEF||HAW|288|4|0|72.0|67.67|72.0|4900|N/A|N/A
Kaiden|Brand|DEF||HAW|288|5|0|57.6|63.67|57.6|5324.6527777778|N/A|N/A
Daniel|Venables|FWD||WCE|287|6|0|47.83|42.0|43.4|5009.0592334495|N/A|N/A
Isaac|Cumming|DEF||GWS|282|5|69|56.4|65.0|56.4|4528.3687943262|N/A|N/A
Nic|Naitanui|RUC||WCE|281|3|0|93.67|93.67|93.67|5442.7046263345|N/A|N/A
Ryan|Nyhuis|DEF||FRE|279|5|28|55.8|34.0|55.8|4594.982078853|N/A|N/A
Lachlan|Young|DEF||WBD|269|6|0|44.83|41.67|45.4|4200|N/A|N/A
Jake|Stein|DEF||GWS|266|5|0|53.2|52.67|53.2|3860.9022556391|N/A|N/A
Josh|Daicos|FWD||COL|265|5|0|53.0|50.67|53.0|5164.1509433962|N/A|N/A
Roarke|Smith|DEF||WBD|264|5|0|52.8|40.0|52.8|4628.7878787879|N/A|N/A
Nick|Robertson|DEF||BRL|261|4|0|65.25|68.33|65.25|5203.0651340996|N/A|N/A
Darcy|Fogarty|FWD||ADE|261|4|41|65.25|66.67|65.25|4456.7049808429|N/A|N/A
James|Parsons|FWD||GEE|260|4|0|65.0|58.67|65.0|4512.3076923077|N/A|N/A
Corey|Ellis|DEF|MID|GCS|257|4|0|64.25|64.0|64.25|4339.2996108949|N/A|N/A
Cam|Sutcliffe|MID||PTA|257|5|0|51.4|56.33|51.4|4749.0272373541|N/A|N/A
James|Rose|FWD||SYD|255|5|0|51.0|47.0|51.0|4500|N/A|N/A
William|Snelling|MID||ESS|254|3|0|84.67|84.67|84.67|2349.2125984252|N/A|N/A
Ed|Phillips|MID||STK|253|4|0|63.25|55.67|63.25|4706.7193675889|N/A|N/A
Jonathon|Marsh|DEF||STK|253|5|0|50.6|46.67|50.6|4446.6403162055|N/A|N/A
Josh|Rotham|DEF||WCE|253|4|0|63.25|65.67|63.25|3441.8972332016|N/A|N/A
Joe|Daniher|FWD||ESS|249|4|0|62.25|64.67|62.25|4790.3614457831|N/A|N/A
Liam|Stocker|MID||CAR|248|5|0|49.6|56.67|49.6|4233.8709677419|N/A|N/A
Mitch|Hannan|FWD||MEL|247|6|0|41.17|42.0|41.4|6225.9109311741|N/A|N/A
Lewis|Young|DEF||WBD|246|4|51|61.5|70.33|61.5|4728.4552845528|N/A|N/A
Hayden|McLean|FWD||SYD|244|4|0|61.0|61.33|61.0|3316.393442623|N/A|N/A
Isaac|Quaynor|DEF||COL|241|4|0|60.25|53.0|60.25|3570.1244813278|N/A|N/A
Kyle|Dunkley|MID||MEL|239|5|0|47.8|46.67|47.8|3989.539748954|N/A|N/A
Tom|Cutler|MID||BRL|234|3|0|78.0|78.0|78.0|5483.3333333333|N/A|N/A
Grant|Birchall|DEF||HAW|231|3|0|77.0|77.0|77.0|3283.1168831169|N/A|N/A
Dom|Tyson|MID||NTH|227|3|0|75.67|75.67|75.67|5344.4933920705|N/A|N/A
Jack|Madgen|DEF||COL|217|4|77|54.25|64.33|54.25|4956.6820276498|N/A|N/A
Bailey|Scott|MID||NTH|216|4|0|54.0|37.67|54.0|3200|N/A|Bailey Scott was the Rising Star Nominee this week and he was fantastic. He had 21 touches at an impressive 90% efficiency for those touches. He also slotted two goals. He is one of the must have rookies at the moment.
Michael|Hartley|DEF||ESS|215|3|58|71.67|71.67|71.67|4198.6046511628|N/A|N/A
Andy|Otten|DEF||ADE|209|3|0|69.67|69.67|69.67|5275.1196172249|N/A|N/A
Ben|McNiece|DEF||ESS|209|5|0|41.8|51.0|41.8|6315.7894736842|N/A|N/A
Darcy|Fort|RUC||GEE|209|3|0|69.67|69.67|69.67|2580.8612440191|N/A|Fort struggled in the JLT and is unlikely to get that number one ruck position at Geelong. This means he isn't an option for you at R2.
Aidan|Corr|DEF||GWS|206|4|47|51.5|52.0|51.5|5467.9611650485|N/A|N/A
Joel|Garner|DEF||PTA|202|4|0|50.5|45.67|50.5|3552.4752475248|N/A|N/A
Zac|Smith|RUC||GEE|201|3|0|67.0|67.0|67.0|4940.2985074627|N/A|N/A
Jacob|Heron|DEF|FWD|GCS|184|5|0|36.8|37.67|36.8|6111.4130434783|N/A|N/A
Brayden|Ham|FWD||ESS|178|4|46|44.5|44.67|44.5|3721.3483146067|N/A|N/A
John|Noble|MID||COL|170|3|64|56.67|56.67|56.67|2661.1764705882|N/A|N/A
Darragh|Joyce|DEF||STK|165|3|0|55.0|55.0|55.0|2992.7272727273|N/A|N/A
Caleb|Graham|DEF|RUC|GCS|164|3|47|54.67|54.67|54.67|2908.5365853659|N/A|N/A
Jack|Watts|FWD||PTA|162|2|0|81.0|81.0|81.0|4458.024691358|N/A|N/A
Doulton|Langlands|FWD|MID|STK|160|3|0|53.33|53.33|53.33|3033.75|N/A|N/A
Scott|Selwood|MID||GEE|145|2|0|72.5|72.5|72.5|5278.6206896552|N/A|N/A
Marc|Pittonet|RUC||HAW|145|2|0|72.5|72.5|72.5|3234.4827586207|N/A|N/A
Patrick|Naish|DEF||RIC|145|2|0|72.5|72.5|72.5|1708.9655172414|N/A|N/A
Ryan|Bastinac|MID||BRL|144|3|0|48.0|48.0|48.0|5108.3333333333|N/A|N/A
Rhylee|West|MID||WBD|142|2|73|71.0|71.0|71.0|1652.1126760563|N/A|N/A
Ben|Keays|MID||BRL|140|2|0|70.0|70.0|70.0|3722.8571428571|N/A|N/A
Hayden|Ballantyne|FWD||FRE|140|3|0|46.67|46.67|46.67|5513.5714285714|N/A|N/A
Changkuoth|Jiath|DEF||HAW|135|2|0|67.5|67.5|67.5|1835.5555555556|N/A|N/A
Zac|Langdon|FWD||GWS|134|3|0|44.67|44.67|44.67|6326.8656716418|N/A|N/A
Francis|Watson|DEF||WCE|134|2|0|67.0|67.0|67.0|1849.2537313433|N/A|N/A
Mitchell|Hinge|DEF||BRL|129|2|0|64.5|64.5|64.5|1920.9302325581|N/A|N/A
Tyson|Stengle|FWD||ADE|124|2|0|62.0|62.0|62.0|1998.3870967742|N/A|N/A
Derek|Eggmolesse-Smith|DEF||RIC|124|2|0|62.0|62.0|62.0|1651.6129032258|N/A|N/A
David|Armitage|FWD|MID|STK|121|2|0|60.5|60.5|60.5|6998.347107438|N/A|N/A
Robert|Young|FWD||STK|119|3|0|39.67|39.67|39.67|3509.243697479|N/A|N/A
Maverick|Weller|FWD||RIC|118|2|0|59.0|59.0|59.0|5669.4915254237|N/A|N/A
Stephen|Hill|DEF||FRE|117|3|0|39.0|39.0|39.0|8651.2820512821|N/A|N/A
Trent|McKenzie|DEF||PTA|110|1|110|110.0|110.0|110.0|2369.0909090909|N/A|N/A
Archie|Smith|RUC||BRL|110|2|0|55.0|55.0|55.0|3132.7272727273|N/A|N/A
Tom|Campbell|RUC||NTH|105|2|0|52.5|52.5|52.5|5036.1904761905|N/A|N/A
Ben|Crocker|FWD||COL|105|3|0|35.0|35.0|35.0|6542.8571428571|N/A|N/A
Brad|Scheer|MID|FWD|GCS|103|3|0|34.33|34.33|34.33|7631.067961165|N/A|N/A
Ben|McKay|DEF||NTH|103|3|0|34.33|34.33|34.33|4001.9417475728|N/A|N/A
Myles|Poholke|FWD||ADE|102|2|0|51.0|51.0|51.0|4600|N/A|N/A
Lachie|Fogarty|FWD||GEE|101|2|0|50.5|50.5|50.5|6421.7821782178|N/A|N/A
Jye|Caldwell|MID||GWS|100|2|0|50.0|50.0|50.0|3246|N/A|N/A
Oleg|Markov|DEF||RIC|97|2|0|48.5|48.5|48.5|3257.7319587629|N/A|N/A
Matthew|Lobbe|RUC||CAR|96|2|0|48.0|48.0|48.0|7550|N/A|N/A
Tom|Sparrow|MID||MEL|96|2|0|48.0|48.0|48.0|2443.75|N/A|N/A
Josh|Smith|FWD||WCE|93|2|0|46.5|46.5|46.5|5253.7634408602|N/A|N/A
Jacob|Allison|DEF||BRL|93|2|0|46.5|46.5|46.5|4264.5161290323|N/A|N/A
Alex|Fasolo|FWD||CAR|89|3|0|29.67|29.67|29.67|7520.2247191011|N/A|N/A
Fletcher|Roberts|DEF||WBD|88|2|0|44.0|44.0|44.0|4440.9090909091|N/A|N/A
Aaron|Young|FWD||GCS|87|2|60|43.5|43.5|43.5|7487.3563218391|N/A|N/A
Billy|Frampton|RUC||PTA|87|2|0|43.5|43.5|43.5|4393.1034482759|N/A|N/A
Kade|Kolodjashnij|DEF||MEL|85|2|0|42.5|42.5|42.5|8557.6470588235|N/A|N/A
Cameron|Polson|FWD||CAR|85|3|0|28.33|28.33|28.33|6349.4117647059|N/A|N/A
Jarrod|Garlett|FWD||CAR|84|2|0|42.0|42.0|42.0|5945.2380952381|N/A|N/A
Aiden|Bonar|MID|FWD|GWS|83|2|0|41.5|41.5|41.5|6016.8674698795|N/A|N/A
Callum|Ah Chee|DEF|FWD|GCS|82|1|0|82.0|82.0|82.0|3664.6341463415|N/A|N/A
Scott|Jones|RUC|FWD|FRE|80|1|80|80.0|80.0|80.0|3493.75|N/A|N/A
Tom|Williamson|DEF||CAR|77|2|0|38.5|38.5|38.5|4922.0779220779|N/A|N/A
Declan|Keilty|DEF||MEL|75|2|0|37.5|37.5|37.5|3304|N/A|N/A
Brendon|Ah Chee|FWD||WCE|70|1|0|70.0|70.0|70.0|4982.8571428571|N/A|N/A
Jarrod|Brander|FWD||WCE|70|2|0|35.0|35.0|35.0|3877.1428571429|N/A|N/A
Ryan|Abbott|RUC||GEE|66|1|0|66.0|66.0|66.0|5162.1212121212|N/A|N/A
Brandon|White|DEF||STK|66|1|0|66.0|66.0|66.0|3960.6060606061|N/A|N/A
Joe|Atley|MID||PTA|66|1|0|66.0|66.0|66.0|1877.2727272727|N/A|N/A
Jason|Carter|DEF|MID|FRE|65|2|0|32.5|32.5|32.5|3150.7692307692|N/A|N/A
Daniel|Wells|FWD||COL|64|1|0|64.0|64.0|64.0|4732.8125|N/A|N/A
Ryan|Gardner|DEF|FWD|WBD|63|2|0|31.5|31.5|31.5|3250.7936507937|N/A|N/A
Callum|Coleman-Jones|RUC|FWD|RIC|60|1|0|60.0|60.0|60.0|2065|N/A|N/A
Kade|Chandler|MID||MEL|60|1|0|60.0|60.0|60.0|1806.6666666667|N/A|N/A
Brandon|Zerk-Thatcher|DEF||ESS|58|1|0|58.0|58.0|58.0|2136.2068965517|N/A|N/A
Billy|Longer|RUC||STK|57|1|0|57.0|57.0|57.0|4577.1929824561|N/A|N/A
Tom|Doedee|DEF||ADE|56|1|0|56.0|56.0|56.0|7967.8571428571|N/A|N/A
Lewis|Pierce|RUC||STK|55|1|0|55.0|55.0|55.0|4283.6363636364|N/A|N/A
Aidyn|Johnson|FWD||PTA|54|1|0|54.0|54.0|54.0|3853.7037037037|N/A|N/A
Hugh|Goddard|DEF||CAR|53|2|0|26.5|26.5|26.5|6022.641509434|N/A|N/A
James|Bell|FWD|MID|SYD|53|2|0|26.5|26.5|26.5|4675.4716981132|N/A|N/A
Zach|Guthrie|DEF||GEE|50|1|0|50.0|50.0|50.0|4076|N/A|N/A
Patrick|Wilson|MID||ADE|50|1|0|50.0|50.0|50.0|2954|N/A|N/A
Thomas|Jok|MID||ESS|49|1|49|49.0|49.0|49.0|2395.9183673469|N/A|N/A
Josh|Schoenfeld|MID||GCS|47|1|0|47.0|47.0|47.0|5491.4893617021|N/A|N/A
Sam|Rowe|DEF||STK|46|1|46|46.0|46.0|46.0|5886.9565217391|N/A|N/A
Hugh|Dixon|FWD||FRE|45|1|45|45.0|45.0|45.0|2753.3333333333|N/A|N/A
Cedric|Cox|DEF||BRL|44|1|44|44.0|44.0|44.0|3775|N/A|N/A
Ryley|Stoddart|FWD||SYD|42|2|0|21.0|21.0|21.0|6514.2857142857|N/A|N/A
Curtis|Taylor|MID|FWD|NTH|40|2|0|20.0|20.0|20.0|5865|N/A|N/A
Dale|Morris|DEF||WBD|39|1|0|39.0|39.0|39.0|7376.9230769231|N/A|N/A
Angus|Schumacher|DEF||CAR|39|1|0|39.0|39.0|39.0|3176.9230769231|N/A|N/A
Alex|Rance|DEF||RIC|36|1|0|36.0|36.0|36.0|12447.222222222|N/A|Rance suffered a knee injury in the third quarter and didn't come back on. It didn't look good and unfortunately he has ruptured his ACL and will miss the rest of the season.
Brandon|Starcevich|FWD|MID|BRL|34|1|0|34.0|34.0|34.0|6970.5882352941|N/A|N/A
Connor|Idun|DEF|FWD|GWS|33|1|0|33.0|33.0|33.0|3554.5454545455|N/A|N/A
Kyron|Hayden|MID|FWD|NTH|31|1|0|31.0|31.0|31.0|3303.2258064516|N/A|N/A
Jacob|Townsend|FWD||RIC|29|1|0|29.0|29.0|29.0|9603.4482758621|N/A|N/A
Zachary|Sproule|FWD|MID|GWS|26|1|0|26.0|26.0|26.0|4765.3846153846|N/A|N/A
Ben|Davis|FWD||ADE|22|1|0|22.0|22.0|22.0|5631.8181818182|N/A|N/A
Flynn|Appleby|DEF||COL|21|1|0|21.0|21.0|21.0|13414.285714286|N/A|N/A
Justin|McInerney|DEF||SYD|21|1|0|21.0|21.0|21.0|5585.7142857143|N/A|N/A
Harrison|Macreadie|DEF||CAR|14|1|0|14.0|14.0|14.0|10485.714285714|N/A|N/A
Callan|Ward|MID||GWS|4|1|0|4.0|4.0|4.0|142000|N/A|N/A
Tommy|Sheridan|MID||GWS|2|1|0|2.0|2.0|2.0|191250|N/A|N/A
Ed|Vickers-Willis|DEF||NTH|1|1|0|1.0|1.0|1.0|318300|N/A|N/A
Tom|Mitchell|MID||HAW|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Sam|Docherty|DEF||CAR|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Ben|Jacobs|MID||NTH|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Majak|Daw|DEF||NTH|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Jonathon|Patton|RUC|FWD|GWS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Logan|Austin|DEF||STK|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Sam|Murray|DEF||COL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Jordan|Cunico|MID||GEE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
James|Stewart|FWD||ESS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Teia|Miles|DEF||HAW|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Nick|Smith|DEF||SYD|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Matt|Dea|DEF||ESS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Shane|Kersten|DEF||FRE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Lynden|Dunn|DEF||COL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Lin|Jong|FWD|MID|WBD|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Bailey|Rice|DEF||STK|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Dylan|Roberton|DEF||STK|0|0|0|0.0|0.0|0.0|N/A|N/A|Dylan will miss the 2019 season due to his health issues from last season. We wish him all the best in his recovery.
Aaron|vandenBerg|FWD|MID|MEL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Callum|Moore|FWD||RIC|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Brad|Lynch|DEF|FWD|WBD|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Sam|Mayes|DEF||PTA|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Brayden|Crossley|FWD||GCS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Stefan|Giro|FWD||FRE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Joel|Smith|DEF||MEL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Rory|Thompson|DEF||GCS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Paddy|McCartin|FWD||STK|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Ryan|Schoenmakers|FWD||HAW|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Tyson|Goldsack|DEF||COL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Sam|Naismith|RUC||SYD|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Jack|Leslie|DEF||GCS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Lukas|Webb|FWD||WBD|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Tim|Mohr|DEF||HAW|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Tim|Broomhead|MID|FWD|COL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Corey|Maynard|MID||MEL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Kobe|Mutch|MID||ESS|0|1|0|0.0|0.0|0.0|N/A|N/A|N/A
Jack|Trengove|DEF||PTA|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Brayden|Ainsworth|MID||WCE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Pat|Kerr|FWD||CAR|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Fraser|McInnes|RUC||WCE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Tom|Nicholls|RUC||GCS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Jake|Long|MID||ESS|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Jamaine|Jones|FWD||GEE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Wylie|Buzza|FWD||GEE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Keegan|Brooksby|RUC||WCE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Fergus|Greene|FWD||WBD|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Matt|Eagles|DEF||BRL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Will|Walker|FWD||NTH|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Izak|Rankine|FWD||GCS|0|0|0|0.0|0.0|0.0|N/A|N/A|A hamstring injury will see Rankine miss the first two months of the season.
Tom|Murphy|DEF||NTH|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Max|King|FWD||STK|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Darren|Minchington|MID||HAW|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Nakia|Cockatoo|FWD||GEE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Tom|De Koning|RUC|FWD|CAR|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Sam|Skinner|DEF||BRL|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
Harley|Bennell|MID||FRE|0|0|0|0.0|0.0|0.0|N/A|N/A|N/A
