FanFooty player ID, AFL player id, first name (may include middle initial), surname, AFL team, AFL status (senior/rookie/long-term injured/AFL suspension/club suspension), jumper number, date of birth, height in cm, weight in kg, state of origin, recruited from, games,goals
39641,270325,Robbie,Tarrant,North Melbourne,senior,25,25/04/1989,196,97,VIC,Bendigo Pioneers,143,"44"""
49010,1006137,Curtis,Taylor,North Melbourne,senior,31,6/04/2000,188,82,VIC,Calder Cannons,2,"0"""
49008,1005729,Tarryn,Thomas,North Melbourne,senior,26,25/03/2000,187,68,TAS,North Launceston,15,"15"""
39643,281395,Scott D.,Thompson,North Melbourne,senior,16,9/05/1986,193,96,VIC,Geelong,237,"7"""
44123,992499,Kayne,Turner,North Melbourne,senior,28,31/12/1995,180,75,VIC,Wodonga,75,"53"""
42237,291784,Dom,Tyson,North Melbourne,senior,21,8/06/1993,186,86,VIC,Oakleigh Chargers,110,"45"""
45016,298287,Ed,Vickers-Willis,North Melbourne,senior,33,28/03/1996,190,86,VIC,Sandringham Dragons,15,"0"""
48213,1005084,Will,Walker,North Melbourne,senior,27,30/03/1999,187,78,VIC,Sandringham Dragons,4,"4"""
47073,998266,Declan,Watson,North Melbourne,senior,35,17/09/1998,191,83,QLD,Aspley,0,"0"""
49120,992076,Thomas,Wilkinson,North Melbourne,rookie,41,7/03/1996,181,82,VIC,Southport,,""""
42356,295256,Marley,Williams,North Melbourne,senior,2,22/07/1993,181,83,WA,Claremont,114,"10"""
43071,295340,Mason,Wood,North Melbourne,senior,32,13/09/1993,192,87,VIC,Geelong Falcons,53,"68"""
40050,280864,Sam,Wright,North Melbourne,senior,19,15/07/1990,188,85,VIC,Murray Bushrangers,136,"58"""
48171,1004965,Tristan,Xerri,North Melbourne,senior,38,15/03/1999,202,96,VIC,Western Jets,0,"0"""
40006,280944,Jack,Ziebell,North Melbourne,senior,7,28/02/1991,188,88,VIC,Murray Bushrangers,205,"156"""
47103,998484,Cameron,Zurhaar,North Melbourne,senior,44,22/05/1998,188,81,WA,East Fremantle,23,"25"""
44054,297354,Karl,Amon,Port Adelaide,senior,15,19/08/1995,181,79,VIC,Sandringham Dragons,54,"27"""
47037,998126,Joe,Atley,Port Adelaide,senior,30,4/08/1998,186,85,VIC,Bendigo Pioneers,4,"0"""
39533,250365,Travis,Boak,Port Adelaide,senior,10,1/08/1988,184,85,VIC,Geelong Falcons,259,"169"""
46022,994599,Riley,Bonner,Port Adelaide,senior,26,7/03/1997,191,82,SA,West Adelaide,37,"7"""
40023,271078,Matthew,Broadbent,Port Adelaide,senior,5,1/08/1990,189,90,SA,Woodville-West Torrens,166,"52"""
46017,992128,Ryan,Burton,Port Adelaide,senior,3,31/01/1997,191,90,SA,North Adelaide,61,"9"""
49024,1006121,Zak,Butters,Port Adelaide,senior,18,8/09/2000,178,70,VIC,Western Jets,16,"11"""
44039,991930,Darcy,Byrne-Jones,Port Adelaide,senior,33,20/09/1995,180,76,VIC,Oakleigh Chargers,81,"6"""
43016,294504,Tom,Clurey,Port Adelaide,senior,17,23/03/1994,193,93,VIC,Murray Bushrangers,77,"0"""
49108,1002355,Tobin,Cox,Port Adelaide,rookie,47,15/07/1999,177,77,SA,Glenelg,,""""
41153,280711,Charlie,Dixon,Port Adelaide,senior,22,23/09/1990,200,105,QLD,Redland,131,"205"""
47010,1000972,Willem,Drew,Port Adelaide,senior,28,10/01/1998,188,80,VIC,North Ballarat Rebels,9,"2"""
49014,1006096,Xavier,Duursma,Port Adelaide,senior,21,7/07/2000,185,71,VIC,Gippsland Power,16,"8"""
39664,261911,Brad,Ebert,Port Adelaide,senior,7,2/04/1990,188,89,SA,Port Adelaide Magpies,246,"129"""
48101,1002253,Kane,Farrell,Port Adelaide,senior,24,17/03/1999,182,74,VIC,Bendigo Pioneers,12,"17"""
45147,991773,Billy,Frampton,Port Adelaide,senior,14,20/11/1996,200,96,WA,South Fremantle,3,"4"""
49127,999320,Martin,Frederick,Port Adelaide,rookie,45,17/05/2000,178,74,SA,Woodville-West Torrens,,""""
48147,998321,Joel,Garner,Port Adelaide,senior,27,21/05/1999,184,83,VIC,Eastern Ranges,3,"0"""
39536,261396,Robbie,Gray,Port Adelaide,senior,9,30/03/1988,183,84,VIC,Oakleigh,211,"303"""
44125,290722,Sam,Gray,Port Adelaide,senior,46,1/02/1992,176,78,SA,Port Adelaide (SANFL),91,"81"""
49100,1004829,Riley,Grundy,Port Adelaide,senior,41,28/07/2000,194,84,SA,Sturt,,""""
40004,261892,Hamish,Hartlett,Port Adelaide,senior,8,14/08/1990,183,83,SA,West Adelaide,159,"73"""
48172,1002248,Sam,Hayes,Port Adelaide,senior,25,9/06/1999,203,93,VIC,Eastern Ranges,0,"0"""
46067,992258,Cameron,Hewett,Port Adelaide,rookie,44,26/02/1997,189,78,SA,North Adelaide,0,"0"""
46035,994295,Dan,Houston,Port Adelaide,senior,43,12/05/1997,187,85,VIC,Oakleigh Chargers,55,"6"""
45129,993480,Dougal,Howard,Port Adelaide,senior,32,25/03/1996,199,92,VIC,Murray Bushrangers,44,"12"""
46030,298430,Aidyn,Johnson,Port Adelaide,senior,31,31/10/1997,185,81,VIC,Bendigo Pioneers,11,"8"""
42180,292145,Tom,Jonas,Port Adelaide,senior,42,9/01/1991,189,89,SA,Norwood,134,"1"""
47032,997142,Peter,Ladhams,Port Adelaide,senior,38,14/01/1998,203,94,SA,Norwood,2,"2"""
47118,293987,Jarrod,Lienert,Port Adelaide,senior,40,5/08/1994,193,89,SA,Sturt,13,"0"""
42013,290746,Scott,Lycett,Port Adelaide,senior,29,26/09/1992,203,103,SA,Port Magpies,91,"51"""
47005,1004998,Todd,Marshall,Port Adelaide,senior,13,8/10/1998,198,88,NSW,Murray Bushrangers,16,"15"""
43005,293603,Sam,Mayes,Port Adelaide,senior,34,20/05/1994,188,86,SA,North Adelaide,101,"26"""
41168,290527,Trent,McKenzie,Port Adelaide,senior,12,3/04/1992,190,86,VIC,Western Jets,107,"22"""
40109,280990,Steven,Motlop,Port Adelaide,senior,6,12/03/1991,185,85,NT,Wanderers,168,"192"""
48183,1002392,Jake,Patmore,Port Adelaide,senior,37,29/01/1999,181,72,WA,Claremont,0,"0"""
47017,993979,Sam,Powell-Pepper,Port Adelaide,senior,2,8/01/1998,187,91,WA,East Perth,53,"30"""
49128,1004716,Kai,Pudney,Port Adelaide,rookie,48,9/01/2000,186,78,SA,Woodville-West Torrens,,""""
40026,270919,Tom,Rockliff,Port Adelaide,senior,11,22/02/1990,185,82,VIC,Murray Bushrangers,185,"95"""
49016,1001299,Connor,Rozee,Port Adelaide,senior,20,22/01/2000,184,72,SA,North Adelaide,17,"20"""
2023,250267,Patrick,Ryder,Port Adelaide,senior,4,14/03/1988,197,92,WA,East Fremantle,238,"168"""
42324,290733,Cameron,Sutcliffe,Port Adelaide,senior,50,23/05/1992,186,87,SA,Woodville-West Torrens,105,"19"""
41002,280608,Jack,Trengove,Port Adelaide,senior,19,2/09/1991,185,85,SA,Sturt,89,"39"""
40001,280972,Jack,Watts,Port Adelaide,senior,23,26/03/1991,196,93,VIC,Sandringham Dragons,174,"161"""
39537,260750,Justin,Westhoff,Port Adelaide,senior,39,1/10/1986,200,93,SA,Central Districts,263,"301"""
43006,294318,Ollie,Wines,Port Adelaide,senior,16,7/10/1994,190,97,VIC,Bendigo Pioneers,138,"61"""
49101,999346,Boyd,Woodcock,Port Adelaide,senior,36,5/03/2000,175,71,SA,North Adelaide,,""""
49113,992786,Jake,Aarts,Richmond,rookie,39,8/12/1994,180,76,VIC,Richmond VFL,,""""
41040,290198,David,Astbury,Richmond,senior,12,26/02/1991,195,94,VIC,North Ballarat Rebels,121,"9"""
48231,1000223,Liam,Baker,Richmond,senior,48,27/01/1999,176,70,WA,Subiaco,14,"9"""
48005,1002245,Noah,Balta,Richmond,senior,38,23/10/1999,195,95,VIC,Calder Cannons,12,"6"""
47019,993993,Shai,Bolton,Richmond,senior,29,8/12/1998,175,70,WA,South Fremantle,20,"14"""
46099,295203,Nathan,Broad,Richmond,senior,35,15/04/1993,192,85,WA,Swan Districts,46,"1"""
45058,992374,Daniel,Butler,Richmond,senior,7,6/03/1996,182,80,VIC,North Ballarat,44,"53"""
42018,290623,Josh,Caddy,Richmond,senior,22,28/09/1992,186,88,VIC,Northern Knights,148,"154"""
45057,991933,Jason,Castagna,Richmond,senior,11,12/06/1996,181,79,VIC,Northern Knights,68,"74"""
46040,994077,Mabior,Chol,Richmond,senior,41,29/01/1997,198,91,QLD,Yeronga,6,"7"""
48100,1000061,Callum,Coleman-Jones,Richmond,senior,40,13/06/1999,201,99,SA,Sturt,1,"0"""
49020,1008297,Riley,Collier-Dawkins,Richmond,senior,26,3/02/2000,193,88,VIC,Oakleigh Chargers,,""""
39654,270896,Trent,Cotchin,Richmond,senior,9,7/04/1990,185,85,VIC,Northern Knights,229,"125"""
39540,260930,Shane,Edwards,Richmond,senior,10,25/10/1988,182,81,SA,Nth Adelaide,247,"158"""
42241,293713,Brandon,Ellis,Richmond,senior,5,3/08/1993,181,81,VIC,Calder Cannons,168,"57"""
49091,1006536,Luke,English,Richmond,senior,32,20/08/2000,183,80,WA,Perth,,""""
47094,998218,Ryan,Garthwaite,Richmond,senior,42,30/06/1998,192,84,VIC,Murray Bushrangers,9,"0"""
47027,990827,Jack,Graham,Richmond,senior,34,25/02/1998,180,83,SA,North Adelaide,32,"13"""
39497,250298,Shaun,Grigg,Richmond,senior,6,19/04/1988,190,85,VIC,Nth Ballarat,214,"96"""
41058,280819,Dylan,Grimes,Richmond,senior,2,16/07/1991,193,89,VIC,Northern Knights,143,"3"""
48141,1002227,Jack,Higgins,Richmond,senior,13,19/03/1999,178,77,VIC,Oakleigh Chargers,33,"24"""
39510,250312,Bachar,Houli,Richmond,senior,14,12/05/1988,180,84,VIC,Western Jets,199,"42"""
45180,290032,Kane,Lambert,Richmond,senior,23,26/11/1991,178,77,VIC,Williamstown,87,"53"""
42026,293813,Tom J.,Lynch,Richmond,senior,19,31/10/1992,199,98,VIC,Dandenong Stingrays,148,"294"""
45062,298358,Oleg,Markov,Richmond,senior,31,8/05/1995,188,78,SA,North Adelaide,17,"3"""
41008,290847,Dustin,Martin,Richmond,senior,4,26/06/1991,187,88,VIC,Bendigo Pioneers,217,"232"""
43070,294592,Kamdyn,McIntosh,Richmond,senior,33,3/04/1994,192,91,WA,Peel Thunder,90,"26"""
45028,992015,Connor,Menadue,Richmond,senior,37,19/09/1996,187,76,VIC,Western Jets,39,"11"""
48202,1002403,Ben,Miller,Richmond,senior,46,31/08/1999,196,98,WA,Subiaco,0,"0"""
46104,998569,Callum,Moore,Richmond,senior,36,3/09/1996,193,90,VIC,Calder Cannons,8,"5"""
48144,1002231,Patrick,Naish,Richmond,senior,45,15/01/1999,181,69,VIC,Northern Knights,2,"1"""
44044,298174,Toby,Nankervis,Richmond,senior,25,12/08/1994,199,106,TAS,North Launceston,67,"25"""
42032,290627,Dion,Prestia,Richmond,senior,3,12/10/1992,175,81,VIC,Calder Cannons,147,"49"""
39655,261362,Alex,Rance,Richmond,senior,18,9/10/1989,194,96,WA,Swan Districts,200,"9"""
39539,250395,Jack,Riewoldt,Richmond,senior,8,31/10/1988,195,91,TAS,Tassie Mariners,254,"614"""
46056,1000981,Daniel,Rioli,Richmond,senior,17,16/04/1997,179,75,NT,St Mary's,69,"63"""
49077,1006133,Jack,Ross,Richmond,senior,27,3/09/2000,186,85,VIC,Oakleigh Chargers,5,"1"""
45156,992049,Jayden,Short,Richmond,senior,15,24/01/1996,177,75,VIC,Northern Knights,63,"19"""
48239,1006276,Derek,Smith,Richmond,senior,43,4/05/1998,180,80,NT,Bendigo Pioneers,2,"0"""
45192,998529,Ivan,Soldo,Richmond,senior,47,1/01/1996,204,106,VIC,Northern Knights,15,"3"""
49039,1002583,Sydney,Stack,Richmond,senior,44,28/04/2000,179,72,WA,Perth,15,"9"""
42212,291891,Jacob,Townsend,Richmond,rookie,21,20/06/1993,187,89,NSW,Leeton,48,"32"""
49048,1006208,Fraser,Turner,Richmond,senior,28,26/12/2000,186,75,TAS,Clarence,,""""
43018,294674,Nick,Vlastuin,Richmond,senior,1,19/04/1994,187,86,VIC,Northern Knights,133,"26"""
41163,281024,Maverick,Weller,Richmond,senior,16,13/02/1992,182,88,TAS,Burnie,123,"59"""
44013,296294,Blake,Acres,St Kilda,senior,8,7/10/1995,190,90,WA,West Perth ,71,"29"""
49126,1013976,Sam,Alabakis,St Kilda,rookie,45,2/05/1997,211,99,WA,Perth Wildcats,,""""
39544,250340,David,Armitage,St Kilda,senior,20,16/06/1988,183,86,QLD,Morningside,169,"98"""
45140,298091,Logan,Austin,St Kilda,senior,24,8/07/1995,196,92,ACT,Belconnen,20,"0"""
47016,998134,Josh,Battle,St Kilda,senior,26,1/09/1998,193,89,VIC,Dandenong Stingrays,22,"10"""
44003,296351,Jack,Billings,St Kilda,senior,15,18/08/1995,184,84,VIC,Oakleigh Chargers,102,"75"""
39502,260310,Nathan,Brown,St Kilda,senior,22,17/12/1988,195,98,VIC,Nth Ballarat,178,"7"""
42208,291492,Josh,Bruce,St Kilda,senior,27,8/06/1992,197,102,NSW,Eastlake,108,"163"""
49029,1002922,Jack,Bytel,St Kilda,senior,23,14/03/2000,188,79,VIC,Calder Cannons,,""""
41021,290641,Jake,Carlisle,St Kilda,senior,2,1/10/1991,201,102,VIC,Calder Cannons,129,"60"""
48119,1002264,Hunter,Clark,St Kilda,senior,11,26/03/1999,186,80,VIC,Dandenong Stingrays,24,"5"""
48123,1002266,Oscar,Clavarino,St Kilda,senior,38,22/05/1999,196,85,VIC,Dandenong Stingrays,0,"0"""
48161,1005717,Nicholas,Coffield,St Kilda,senior,1,23/10/1999,191,82,VIC,Northern Knights,15,"1"""
44018,294429,Luke,Dunstan,St Kilda,senior,7,29/01/1995,184,84,SA,Woodville-West Torrens,98,"44"""
39568,260113,Jarryn,Geary,St Kilda,senior,14,23/06/1988,182,82,VIC,Bendigo Pioneers,188,"28"""
46026,298421,Jade,Gresham,St Kilda,senior,4,24/08/1997,177,76,VIC,Northern Knights,79,"90"""
40036,290117,Dan,Hannebery,St Kilda,senior,10,24/02/1991,181,76,VIC,Oakleigh Chargers,208,"95"""
49085,297452,Nick,Hind,St Kilda,senior,40,19/08/1994,180,70,VIC,Essendon VFL,6,"7"""
47136,1003520,Darragh,Joyce,St Kilda,senior,39,1/06/1997,194,93,N/A,Kilkenny (Ireland),5,"0"""
43062,294570,Dean,Kent,St Kilda,senior,25,24/02/1994,179,84,WA,Perth,76,"75"""
49004,1006143,Max,King,St Kilda,senior,12,7/07/2000,201,86,VIC,Sandringham Dragons,,""""
48029,1004989,Doulton,Langlands,St Kilda,rookie,46,29/07/1999,187,80,NSW,Murray Bushrangers,1,"1"""
47072,993917,Ben,Long,St Kilda,senior,21,21/08/1997,182,73,NT,St Marys,25,"16"""
42238,291828,Billy,Longer,St Kilda,senior,18,12/05/1993,202,100,VIC,Northern Knights,66,"4"""
45034,992000,Jack,Lonie,St Kilda,senior,13,13/08/1996,174,71,VIC,Dandenong Stingrays,58,"55"""
44019,990548,Jonathon,Marsh,St Kilda,senior,43,17/10/1995,191,89,WA,East Fremantle,20,"1"""
47102,992468,Rowan,Marshall,St Kilda,senior,19,24/11/1995,201,98,VIC,North Ballarat Rebels,28,"14"""
45004,298312,Paddy,McCartin,St Kilda,senior,32,19/04/1996,194,95,VIC,Geelong Falcons,35,"34"""
45044,298265,Daniel,McKenzie,St Kilda,senior,36,17/05/1996,184,77,VIC,Oakleigh Chargers,48,"3"""
43041,294596,Tim,Membrey,St Kilda,senior,28,26/05/1994,188,88,VIC,Gippsland Power,87,"157"""
42337,291773,Jack,Newnes,St Kilda,senior,16,24/02/1993,184,81,VIC,Northern Knights,151,"54"""
49080,1000267,Matthew,Parker,St Kilda,senior,34,25/01/1996,187,79,WA,South Fremantle,16,"15"""
48105,1004985,Ben,Paton,St Kilda,senior,33,19/10/1998,186,77,VIC,Murray Bushrangers,13,"4"""
47085,1002213,Ed,Phillips,St Kilda,senior,30,29/03/1998,186,78,VIC,Oakleigh Chargers,11,"1"""
43114,294621,Lewis,Pierce,St Kilda,senior,42,16/11/1994,202,101,VIC,Dandenong Stingrays,5,"1"""
46028,996716,Bailey,Rice,St Kilda,senior,37,10/02/1997,184,86,VIC,Dandenong Stingrays,11,"0"""
41093,280933,Dylan,Roberton,St Kilda,senior,17,21/06/1991,194,94,VIC,Dandenong Stingrays,128,"20"""
42336,293846,Seb,Ross,St Kilda,senior,6,7/05/1993,187,87,VIC,North Ballarat,119,"17"""
40100,280858,Shane,Savage,St Kilda,senior,5,5/01/1991,186,82,VIC,Dandenong Stingrays,158,"62"""
45148,994389,Jack,Sinclair,St Kilda,senior,35,12/02/1995,180,81,VIC,Oakleigh Chargers,81,"40"""
45023,296205,Jack,Steele,St Kilda,senior,9,13/12/1995,187,88,ACT,Belconnen,73,"24"""
39658,270912,Jack,Steven,St Kilda,senior,3,28/03/1990,180,83,VIC,Geelong Falcons,180,"108"""
42254,290757,Jimmy,Webster,St Kilda,senior,29,28/06/1993,188,83,TAS,Glenorchy,93,"3"""
46076,993821,Brandon,White,St Kilda,senior,31,13/01/1997,188,80,VIC,Dandenong Stingrays,11,"1"""
49104,296422,Callum,Wilkie,St Kilda,senior,44,10/03/1996,191,87,SA,North Adelaide,17,"0"""
49095,295015,Robbie,Young,St Kilda,senior,41,2/03/1995,179,75,SA,North Adelaide,3,"2"""
44107,294469,Aliir,Aliir,Sydney,senior,36,5/09/1994,194,95,WA,East Fremantle,44,"2"""
48232,1008091,Joel,Amartey,Sydney,rookie,46,2/07/1999,195,85,VIC,Sandringham Dragons,0,"0"""
49124,1002291,James,Bell,Sydney,rookie,32,10/02/1999,183,79,NSW,Swans Academy,,""""
49005,1006028,Nick,Blakey,Sydney,senior,22,27/02/2000,194,75,NSW,Sydney Academy,16,"15"""
47079,990291,Darcy,Cameron,Sydney,senior,17,18/07/1995,203,101,WA,Claremont,1,"0"""
46023,996442,Ryan,Clarke,Sydney,senior,4,17/06/1997,184,87,VIC,Eastern Ranges,50,"8"""
42390,291978,Harry,Cunningham,Sydney,senior,7,6/12/1993,181,77,NSW,Turvey Park,113,"48"""
46092,992242,Jordan,Dawson,Sydney,senior,34,9/04/1997,190,84,SA,Sturt,20,"13"""
47040,998103,Oliver,Florent,Sydney,senior,13,22/07/1998,183,74,VIC,Sandringham Dragons,49,"19"""
49042,1011791,Zac,Foot,Sydney,senior,16,24/12/2000,180,71,VIC,Dandenong Stingrays,,""""
47114,291848,Robbie,Fox,Sydney,senior,42,16/04/1993,185,84,TAS,Coburg,19,"8"""
1594,240399,Lance,Franklin,Sydney,senior,23,30/01/1987,199,106,WA,Perth,298,"938"""
1556,240072,Heath,Grundy,Sydney,senior,39,2/06/1986,192,105,SA,Norwood,254,"24"""
47071,997100,Will,Hayward,Sydney,senior,9,26/10/1998,185,75,SA,North Adelaide,53,"62"""
45017,298539,Isaac,Heeney,Sydney,senior,5,5/05/1996,185,85,NSW,Cardiff,96,"95"""
44033,294036,George,Hewett,Sydney,senior,29,29/12/1995,187,81,SA,North Adelaide,87,"31"""
2137,240226,Kieren,Jack,Sydney,senior,15,28/06/1987,177,77,NSW,NSW-ACT Rams,251,"165"""
44023,991988,Zak,Jones,Sydney,senior,10,15/03/1995,181,79,VIC,Dandenong Stingrays,86,"23"""
39522,260382,Josh P.,Kennedy,Sydney,senior,12,20/06/1988,188,94,VIC,Sandringham Dragons,239,"145"""
48117,1004949,Matthew,Ling,Sydney,senior,19,21/04/1999,182,74,VIC,Geelong Falcons,0,"0"""
43125,295342,Jake,Lloyd,Sydney,senior,44,20/09/1993,180,77,VIC,Murray Bushrangers,131,"29"""
47049,998662,Jack,Maibaum,Sydney,senior,21,27/03/1998,192,92,VIC,Eastern Ranges,0,"0"""
48133,1008198,Tom,McCartin,Sydney,senior,30,30/12/1999,193,84,VIC,Geelong Falcons,29,"14"""
49078,1011936,Justin,McInerney,Sydney,senior,27,18/08/2000,187,72,VIC,Northern Knights,1,"0"""
48165,1003203,Hayden,McLean,Sydney,senior,41,20/01/1999,197,93,VIC,Sandringham Dragons,1,"0"""
655,230253,Jarrad,McVeigh,Sydney,senior,3,7/04/1985,184,82,NSW,NSW-ACT Under 18s,323,"200"""
45185,996743,Lewis,Melican,Sydney,senior,43,4/11/1996,193,95,VIC,Geelong Falcons,34,"1"""
41035,291307,Daniel,Menzel,Sydney,senior,2,13/09/1991,190,90,SA,Central District,76,"138"""
46003,993905,Callum,Mills,Sydney,senior,14,2/04/1997,188,83,NSW,North Shore,72,"3"""
43141,298144,Sam,Naismith,Sydney,senior,35,1/01/1993,206,105,NSW,North Shore,27,"2"""
46126,997842,Colin,O'Riordan,Sydney,senior,38,12/10/1995,186,86,N/A,County Tipperary,14,"1"""
46106,996765,Tom,Papley,Sydney,senior,11,13/07/1996,177,77,VIC,Gippsland Power,76,"108"""
42015,290778,Luke,Parker,Sydney,senior,26,25/10/1992,182,85,VIC,Dandenong Stingrays,188,"150"""
47123,1002138,Toby,Pink,Sydney,rookie,47,11/08/1998,193,85,SA,Glenelg,0,"0"""
43132,290307,Dane,Rampe,Sydney,senior,24,2/06/1990,188,88,NSW,UNSW,153,"6"""
41057,290188,Sam,Reid,Sydney,senior,20,27/12/1991,196,97,VIC,Murray Bushrangers,136,"150"""
49117,1013624,Harry,Reynolds,Sydney,rookie,31,11/10/2000,190,74,VIC,Sandringham Dragons,,""""
47107,1004880,Ben,Ronke,Sydney,senior,25,18/12/1997,181,73,VIC,Calder Cannons,26,"28"""
45060,297107,James,Rose,Sydney,senior,1,16/04/1996,185,85,SA,Sturt,13,"7"""
49025,1006126,James,Rowbottom,Sydney,senior,8,19/09/2000,185,78,VIC,Oakleigh Chargers,7,"1"""
43124,294737,Callum,Sinclair,Sydney,senior,18,23/09/1989,199,102,WA,Subiaco,101,"59"""
39565,250338,Nick,Smith,Sydney,senior,40,12/06/1988,183,81,VIC,Oakleigh Chargers,209,"10"""
48149,1008080,Ryley,Stoddart,Sydney,senior,33,15/10/1999,185,74,VIC,Eastern Ranges,3,"1"""
43053,294663,Jackson,Thurlow,Sydney,senior,6,28/03/1994,190,87,TAS,Launceston,55,"11"""
39485,270742,Kurt,Tippett,Sydney,rookie,0,8/05/1987,202,105,QLD,Southport,176,"321"""
49110,1002592,Durak,Tucker,Sydney,rookie,28,9/02/2000,189,84,WA,Peel Thunder,,""""
49125,1006232,Sam,Wicks,Sydney,rookie,45,14/09/1999,180,74,NSW,Swans Academy,,""""
44006,297373,Marcus,Bontempelli,Western Bulldogs,senior,4,24/11/1995,193,92,VIC,Northern Knights,120,"110"""
44001,296367,Tom,Boyd,Western Bulldogs,senior,17,22/08/1995,200,103,VIC,Eastern Ranges,60,"50"""
49079,296070,Ben,Cavarra,Western Bulldogs,senior,25,20/12/1995,172,73,VIC,Williamstown,,""""
45042,991939,Zaine,Cordy,Western Bulldogs,senior,12,27/10/1996,193,86,VIC,Geelong Falcons,64,"8"""
42235,293651,Hayden,Crozier,Western Bulldogs,senior,9,24/12/1993,185,83,VIC,Eastern Ranges,102,"45"""
45118,996708,Bailey,Dale,Western Bulldogs,senior,31,22/07/1996,183,80,VIC,Dandenong Stingrays,44,"38"""
45119,295136,Caleb,Daniel,Western Bulldogs,senior,35,7/07/1996,168,71,SA,South Adelaide,88,"26"""
42342,295712,Tory,Dickson,Western Bulldogs,senior,29,26/09/1987,184,85,VIC,Bendigo Bombers,108,"172"""
46010,993834,Josh,Dunkley,Western Bulldogs,senior,5,9/01/1997,190,90,VIC,Gippsland Power,59,"33"""
41101,290085,Taylor,Duryea,Western Bulldogs,senior,15,24/04/1991,179,80,VIC,Murray Bushrangers,127,"22"""
47018,1004592,Tim,English,Western Bulldogs,senior,44,10/08/1997,205,87,WA,South Fremantle,24,"6"""
46094,997501,Ryan,Gardner,Western Bulldogs,senior,43,1/06/1997,198,98,TAS,Burnie,2,"2"""
45152,298277,Billy,Gowers,Western Bulldogs,senior,26,10/06/1996,188,83,VIC,Oakleigh Chargers,30,"39"""
47093,1006303,Fergus,Greene,Western Bulldogs,senior,30,20/12/1997,187,70,VIC,Bendigo Pioneers,5,"5"""
49103,991976,Will,Hayes,Western Bulldogs,senior,32,5/06/1995,181,78,VIC,Footscray VFL,5,"2"""
43046,294557,Lachie,Hunter,Western Bulldogs,senior,7,13/12/1994,183,80,VIC,Western Jets,121,"55"""
42195,294101,Jason,Johannisen,Western Bulldogs,senior,39,8/11/1992,180,80,WA,East Fremantle,119,"38"""
42393,295313,Lin,Jong,Western Bulldogs,senior,46,4/06/1993,188,88,VIC,Oakleigh Chargers,61,"33"""
49121,998782,Buku,Khamis,Western Bulldogs,rookie,24,24/03/2000,189,82,VIC,Bulldogs Academy,,""""
42040,290799,Tom,Liberatore,Western Bulldogs,senior,21,16/05/1992,183,83,VIC,Calder Cannons,129,"45"""
47067,1003130,Patrick,Lipinski,Western Bulldogs,senior,27,17/07/1998,187,80,VIC,Northern Knights,26,"17"""
44112,290073,Sam,Lloyd,Western Bulldogs,senior,22,3/03/1990,180,83,VIC,Frankston,74,"98"""
46103,994410,Brad,Lynch,Western Bulldogs,senior,36,11/07/1997,187,76,WA,Swan Districts,9,"2"""
43022,295467,Jack,Macrae,Western Bulldogs,senior,11,3/08/1994,191,83,VIC,Oakleigh Chargers,134,"31"""
45052,996483,Toby,McLean,Western Bulldogs,senior,16,31/01/1996,180,78,VIC,Oakleigh Chargers,73,"48"""
1531,250712,Dale,Morris,Western Bulldogs,senior,38,29/12/1982,190,91,VIC,Werribee,251,"3"""
48203,1002404,Aaron,Naughton,Western Bulldogs,senior,33,30/11/1999,194,85,WA,Peel Thunder,35,"24"""
40129,271439,Liam,Picken,Western Bulldogs,senior,42,1/08/1986,184,83,VIC,Williamstown,197,"87"""
48225,1002383,Callum,Porter,Western Bulldogs,senior,28,22/02/1999,182,76,VIC,Gippsland Power,0,"0"""
48211,1008280,Ed,Richards,Western Bulldogs,senior,20,3/07/1999,185,78,VIC,Oakleigh Chargers,35,"14"""
42392,291814,Fletcher,Roberts,Western Bulldogs,senior,18,3/06/1993,196,90,VIC,Sandringham Dragons,50,"0"""
46002,993841,Josh,Schache,Western Bulldogs,senior,13,21/08/1997,199,96,VIC,Murray Bushrangers,49,"55"""
49006,1006130,Bailey,Smith,Western Bulldogs,senior,6,7/12/2000,184,79,VIC,Sandringham Dragons,17,"7"""
45151,992054,Roarke,Smith,Western Bulldogs,senior,37,11/09/1996,182,80,VIC,Calder Cannons,17,"4"""
39592,270732,Matt,Suckling,Western Bulldogs,senior,1,25/07/1988,187,87,NSW,Wagga Tigers,166,"80"""
49116,992330,Jordon,Sweet,Western Bulldogs,senior,41,2/02/1998,202,107,SA,North Adelaide,,""""
40009,280013,Jackson,Trengove,Western Bulldogs,senior,8,2/11/1990,197,97,VIC,Calder Cannons,181,"35"""
49074,1005000,Laitham,Vandermeer,Western Bulldogs,senior,23,3/03/1999,180,77,VIC,Murray Bushrangers,,""""
42023,291545,Mitch,Wallis,Western Bulldogs,senior,3,24/10/1992,186,85,VIC,Calder Cannons,133,"76"""
45073,298307,Lukas,Webb,Western Bulldogs,senior,19,3/04/1996,187,85,VIC,Gippsland Power,24,"7"""
49013,1006127,Rhylee,West,Western Bulldogs,senior,14,12/07/2000,180,81,VIC,Calder Cannons,,""""
46088,992351,Bailey,Williams,Western Bulldogs,senior,34,10/10/1997,187,84,SA,Glenelg,41,"7"""
39671,281139,Easton,Wood,Western Bulldogs,senior,10,4/09/1989,187,87,VIC,Camperdown,153,"18"""
49105,1004909,Lachie,Young,Western Bulldogs,senior,40,6/04/1999,190,82,VIC,Mt Eliza,6,"0"""
